datetime,wtr_0.5,wtr_1.5,wtr_2
2020-05-14 21:00,14.80388889,14.61277778,14.325
2020-05-14 22:00,14.80388889,14.61277778,14.51722222
2020-05-14 23:00,14.80388889,14.51722222,14.23
2020-05-15 00:00,14.70888889,14.42111111,14.13388889
2020-05-15 01:00,14.70888889,14.42111111,14.13388889
2020-05-15 02:00,14.70888889,14.03777778,14.13388889
2020-05-15 03:00,14.61277778,14.325,14.13388889
2020-05-15 04:00,14.51722222,14.42111111,14.13388889
2020-05-15 05:00,14.51722222,14.325,14.13388889
2020-05-15 06:00,14.42111111,14.325,14.23
2020-05-15 07:00,14.325,14.23,14.325
2020-05-15 08:00,14.42111111,14.23,14.325
2020-05-15 09:00,14.42111111,14.325,14.325
2020-05-15 10:00,14.61277778,14.325,14.325
2020-05-15 11:00,14.9,14.51722222,14.51722222
2020-05-15 12:00,15.28222222,14.70888889,14.61277778
2020-05-15 13:00,15.66388889,14.99611111,14.51722222
2020-05-15 14:00,15.95111111,15.37777778,14.61277778
2020-05-15 15:00,16.04611111,15.56888889,14.61277778
2020-05-15 16:00,16.33222222,15.28222222,14.51722222
2020-05-15 17:00,16.23722222,15.76,15.09111111
2020-05-15 18:00,16.23722222,15.28222222,14.51722222
2020-05-15 19:00,16.33222222,15.09111111,14.42111111
2020-05-15 20:00,15.95111111,15.37777778,14.70888889
2020-05-15 21:00,16.14111111,15.28222222,14.51722222
2020-05-15 22:00,15.855,14.99611111,14.70888889
2020-05-15 23:00,15.855,14.80388889,14.51722222
2020-05-16 00:00,15.76,14.80388889,14.51722222
2020-05-16 01:00,15.66388889,14.99611111,14.51722222
2020-05-16 02:00,15.66388889,14.80388889,14.51722222
2020-05-16 03:00,15.76,14.9,14.51722222
2020-05-16 04:00,15.76,14.9,14.70888889
2020-05-16 05:00,15.66388889,14.99611111,14.70888889
2020-05-16 06:00,15.56888889,15.09111111,14.70888889
2020-05-16 07:00,15.76,15.09111111,14.80388889
2020-05-16 08:00,15.855,15.09111111,14.80388889
2020-05-16 09:00,16.04611111,14.99611111,14.80388889
2020-05-16 10:00,16.23722222,15.09111111,14.80388889
2020-05-16 11:00,16.61777778,15.28222222,15.18722222
2020-05-16 12:00,16.90277778,15.47277778,15.28222222
2020-05-16 13:00,17.37888889,15.66388889,15.47277778
2020-05-16 14:00,17.475,15.95111111,15.66388889
2020-05-16 15:00,18.045,16.14111111,15.56888889
2020-05-16 16:00,18.045,16.80777778,15.66388889
2020-05-16 17:00,18.33111111,16.99888889,15.66388889
2020-05-16 18:00,18.33111111,17.18888889,15.76
2020-05-16 19:00,18.42611111,17.18888889,15.855
2020-05-16 20:00,18.42611111,17.18888889,15.28222222
2020-05-16 21:00,18.14,17.09388889,15.47277778
2020-05-16 22:00,18.045,17.475,15.855
2020-05-16 23:00,18.23611111,17.76,16.23722222
2020-05-17 00:00,17.855,17.76,17.09388889
2020-05-17 01:00,17.76,17.665,16.99888889
2020-05-17 02:00,17.76,17.665,17.665
2020-05-17 03:00,17.76,17.665,17.665
2020-05-17 04:00,17.665,17.665,17.665
2020-05-17 05:00,17.57,17.57,17.57
2020-05-17 06:00,17.475,17.475,17.37888889
2020-05-17 07:00,17.37888889,17.28388889,17.18888889
2020-05-17 08:00,17.37888889,17.18888889,17.09388889
2020-05-17 09:00,17.28388889,17.18888889,16.14111111
2020-05-17 10:00,17.37888889,16.71277778,15.28222222
2020-05-17 11:00,17.475,16.90277778,15.09111111
